,Date,Time,Latitude,Longitude,Altitude,Speed,Heading,Signal Quality,Number of Satalites Connected,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration,Propultion Work (J),Braking Work (J),Offload Work (J),Energy Consumption (kWh),Displacement (m),Slope Angle (rad)
0,5/4/2022,13:38:46,-34.08351,18.85087,38.4,4.17,326.66,1,15,-0.49,-0.016,0.228,0.0,-2824.3230781739994,100.0,-0.0007567564106038887,0.0,0.0
1,5/4/2022,13:38:47,-34.08351,18.85087,38.4,0.0,326.66,1,14,0.044,-0.016,0.228,0.0,0.0,100.0,2.777777777777778e-05,0.0,0.0
2,5/4/2022,13:38:48,-34.08351,18.85087,38.4,0.0,326.66,1,14,0.044,-0.016,0.2263,0.0,0.0,100.0,2.777777777777778e-05,0.0,0.0
3,5/4/2022,13:38:49,-34.08351,18.85087,38.4,0.0,326.66,1,14,0.044,-0.016,0.228,0.0,0.0,100.0,2.777777777777778e-05,1.4429950107420504,0.0
4,5/4/2022,13:38:50,-34.0835,18.85086,38.5,0.0,326.66,1,14,-0.1086,-0.016,0.228,0.0,0.0,100.0,2.777777777777778e-05,2.4028042031267587,0.0
5,5/4/2022,13:38:51,-34.08348,18.85085,38.5,4.96,320.91,1,14,0.044,-0.016,0.228,9714.810472226061,0.0,100.0,0.002726336242285017,2.885990497464409,0.0
6,5/4/2022,13:38:52,-34.08346,18.85083,38.5,10.11,330.13,1,14,0.044,-0.016,0.228,18364.11796584198,0.0,100.0,0.005128921657178327,3.805390684464725,0.0
7,5/4/2022,13:38:53,-34.08343,18.85081,38.4,14.83,330.09,1,14,0.044,-0.016,0.228,25287.193401491906,0.0,100.0,0.007051998167081085,4.8056090173106565,0.0
8,5/4/2022,13:38:54,-34.08339,18.85079,38.4,19.21,323.94,1,14,0.044,-0.016,10.088,12530.490516043106,0.0,200.0,0.0035362473655675295,13.870799317138772,-0.04326984012158333
9,5/4/2022,13:38:56,-34.08329,18.8507,37.8,22.76,323.12,1,14,0.044,-0.016,0.228,28901.364845713026,0.0,100.0,0.00805593467936473,8.098796560190534,0.0
10,5/4/2022,13:38:57,-34.08323,18.85065,37.6,25.82,324.83,1,14,0.044,-0.016,8.6794,45901.15087002248,0.0,100.0,0.012778097463895133,10.002102062056785,0.0
11,5/4/2022,13:38:58,-34.08315,18.8506,37.7,30.39,326.0,1,15,0.044,21.8687,0.226,71153.20633761486,0.0,100.0,0.019792557316004128,10.460030102105693,0.0
12,5/4/2022,13:38:59,-34.08307,18.85054,37.8,36.63,327.49,1,15,8.5217,18.7406,0.1931,5606.852205288806,0.0,100.0,0.001585236723691335,9.537091743278115,0.0
13,5/4/2022,13:39:00,-34.083,18.85048,37.7,36.3,327.11,1,14,0.0663,-0.016,0.228,0.0,-594.1042726666329,100.0,-0.00013725118685184247,10.460035085160321,0.0
14,5/4/2022,13:39:01,-34.08292,18.85042,37.8,35.43,325.24,1,15,0.044,-0.016,0.228,21709.07476173331,0.0,100.0,0.006058076322703698,10.976623273031047,0.0
15,5/4/2022,13:39:02,-34.08284,18.85035,37.9,36.48,325.43,1,15,0.044,-0.5989,8.6794,109301.08384023812,0.0,100.0,0.0303891899556217,11.892994692079188,0.016817415041751344
16,5/4/2022,13:39:03,-34.08275,18.85028,38.1,44.06,324.46,1,15,-0.1086,-0.016,0.228,58312.1710924352,0.0,100.0,0.016225603081232002,12.846447633647252,0.03893109901963473
17,5/4/2022,13:39:04,-34.08265,18.85021,38.6,45.82,324.84,1,15,0.044,-0.016,0.228,49445.990182960566,0.0,200.0,0.013790552828600157,26.65325481258438,0.015008111370806033
18,5/4/2022,13:39:06,-34.08245,18.85005,39.0,46.32,325.47,1,14,0.044,-0.016,0.228,41299.2695675259,0.0,100.0,0.011499797102090528,13.325133555147687,0.0
19,5/4/2022,13:39:07,-34.08235,18.84997,39.0,48.15,327.99,1,14,0.1834,0.016,0.2263,2368.078624074064,0.0,100.0,0.0006855773955761289,12.83672829112957,0.0
20,5/4/2022,13:39:08,-34.08225,18.8499,39.0,47.45,328.58,1,14,0.044,-0.016,0.0573,364.1601824832699,0.0,100.0,0.00012893338402313054,13.326643710444952,0.015008093008124791
21,5/4/2022,13:39:09,-34.08215,18.84982,39.2,46.1,327.65,1,14,0.0663,-0.016,0.228,35668.46367829812,0.0,100.0,0.00993568435508281,13.86365880221656,0.02885641690652087
22,5/4/2022,13:39:10,-34.08205,18.84973,39.6,46.56,323.64,1,14,0.044,-0.016,0.228,37009.28435705447,0.0,100.0,0.010308134543626243,13.33115452163563,0.030009407159279994
23,5/4/2022,13:39:11,-34.08195,18.84965,40.0,47.04,323.37,1,14,0.044,-0.5989,0.228,77235.8593066268,0.0,100.0,0.021482183140729666,13.326657683845534,0.015008077270507191
24,5/4/2022,13:39:12,-34.08185,18.84957,40.2,50.58,326.9,1,14,0.044,-0.016,8.6794,57975.65037791383,0.0,100.0,0.016132125104976063,14.766182160054731,0.027092239042024506
25,5/4/2022,13:39:13,-34.08174,18.84948,40.6,52.19,327.61,1,14,0.044,-0.016,0.228,94182.80558558792,0.0,200.0,0.026217445995996645,30.91770117026828,0.03234957319767089
26,5/4/2022,13:39:15,-34.0815,18.84931,41.6,53.56,327.84,1,14,0.044,-0.016,0.228,58505.28591900046,0.0,100.0,0.01627924608861124,14.76620080836048,0.02709220481873244
27,5/4/2022,13:39:16,-34.08139,18.84922,42.0,54.99,328.59,1,14,0.044,-0.016,0.228,36584.49534717623,0.0,100.0,0.01019013759643784,15.69523180529482,0.02548820674697137
28,5/4/2022,13:39:17,-34.08127,18.84913,42.4,55.19,326.92,1,14,0.044,-0.016,8.6794,32870.44132745304,0.0,100.0,0.00915845592429251,14.76079429617924,0.0
29,5/4/2022,13:39:18,-34.08116,18.84904,42.4,56.08,326.49,1,14,18.6223,-0.016,0.228,6623.803400651503,0.0,100.0,0.0018677231668476396,16.198957488450425,0.012346787234393225
30,5/4/2022,13:39:19,-34.08104,18.84894,42.6,55.1,325.23,1,15,0.044,-0.016,0.228,63411.734069538536,0.0,100.0,0.017642148352649593,16.217473821734345,0.049349536060704566
31,5/4/2022,13:39:20,-34.08092,18.84884,43.4,55.91,325.92,1,15,0.0663,18.7086,0.228,50405.52642577841,0.0,100.0,0.014029312896049558,14.782476077934188,0.054144584054210014
32,5/4/2022,13:39:21,-34.08081,18.84875,44.2,55.8,325.35,1,15,0.044,-0.016,0.228,62472.83366340489,0.0,100.0,0.017381342684279138,16.249827826473993,0.08008643039169487
33,5/4/2022,13:39:22,-34.08069,18.84865,45.5,55.43,324.41,1,15,0.0663,-0.016,0.228,75727.18431792203,0.0,100.0,0.021063106754978342,16.249835008102146,0.08008639492156447
34,5/4/2022,13:39:23,-34.08057,18.84855,46.8,55.8,326.06,1,15,0.044,-0.016,0.226,65899.78561127125,0.0,200.0,0.018361051558686458,29.971510754290453,0.036709764453197964
35,5/4/2022,13:39:25,-34.08034,18.84838,47.9,54.95,327.6,1,15,0.044,-0.016,0.228,30310.83319106587,0.0,100.0,0.008447453664184965,15.691460861585528,0.012746130989889295
36,5/4/2022,13:39:26,-34.08022,18.84829,48.1,55.26,328.44,1,15,0.044,-0.016,0.228,0.0,-4709.587056232352,100.0,-0.001280440848953431,14.265011849589875,0.02103202728560456
37,5/4/2022,13:39:27,-34.08011,18.84821,48.4,53.19,327.68,1,15,0.044,-0.016,0.228,29201.041219133655,0.0,100.0,0.008139178116426015,14.274477177661433,0.042045450140499874
38,5/4/2022,13:39:28,-34.08,18.84813,49.0,52.47,328.13,1,15,0.044,18.7086,0.228,5178.467227647426,0.0,100.0,0.0014662408965687294,13.343621173431977,0.05248361415584365
39,5/4/2022,13:39:29,-34.0799,18.84805,49.7,50.04,328.51,1,15,0.044,-0.016,0.228,0.0,-21916.176364749186,100.0,-0.0060600489902081075,12.408031325910896,0.04030739470559553
40,5/4/2022,13:39:30,-34.0798,18.84799,50.2,45.52,331.42,1,15,0.044,-0.016,8.6794,0.0,-28937.12713894153,100.0,-0.008010313094150425,12.024492639737007,0.04159378814198411
41,5/4/2022,13:39:31,-34.0797,18.84794,50.7,39.97,335.75,1,15,0.0663,0.048,0.2246,0.0,-46335.981404073726,100.0,-0.012843328167798257,9.611275536208716,0.0
42,5/4/2022,13:39:32,-34.07962,18.8479,50.8,33.24,340.31,1,15,-0.62,21.906,0.1867,0.0,-8767.16086913792,200.0,-0.0023797669080938668,16.48995919730123,0.018193892897881824
43,5/4/2022,13:39:34,-34.07948,18.84784,51.1,29.06,339.4,1,15,0.044,-0.016,0.2246,0.0,-17691.499027577844,100.0,-0.0048865275076605125,5.845327561116169,0.0
44,5/4/2022,13:39:35,-34.07943,18.84782,51.2,25.19,339.34,1,15,0.044,43.6787,0.228,0.0,-34959.3098131067,100.0,-0.009683141614751862,3.4533447783086078,0.0
45,5/4/2022,13:39:36,-34.0794,18.84781,51.3,17.35,341.92,1,15,0.044,-0.016,0.2263,0.0,-16206.245986225316,100.0,-0.004473957218395921,2.2184764153421606,0.0
46,5/4/2022,13:39:37,-34.07938,18.84781,51.3,11.85,347.27,1,15,0.044,-0.5989,0.228,0.0,-15727.185561749997,100.0,-0.004340884878263888,1.1092382051767915,0.0
47,5/4/2022,13:39:38,-34.07937,18.84781,51.4,4.35,355.96,1,15,0.044,-0.016,0.228,0.0,-1303.9817270277779,100.0,-0.0003344393686188272,1.1092382051767915,0.0
48,5/4/2022,13:39:39,-34.07938,18.84781,51.3,2.11,355.96,1,15,0.044,-0.016,0.228,2135.271927542935,0.0,100.0,0.0006209088687619263,1.443023026163895,0.0
49,5/4/2022,13:39:40,-34.07939,18.84782,51.3,4.43,141.81,1,15,0.044,-0.016,0.228,0.0,-2662.36099844032,100.0,-0.0007117669440112,0.9229875162107807,0.0
50,5/4/2022,13:39:41,-34.07939,18.84783,51.3,0.65,141.81,1,15,0.044,-0.5989,0.228,91.28643957475994,0.0,100.0,5.313512210409998e-05,0.0,0.0
51,5/4/2022,13:39:42,-34.07939,18.84783,51.3,1.07,141.81,1,15,0.044,-0.016,0.228,0.0,-37.643818114419744,200.0,4.509893941266119e-05,0.0,0.0
52,5/4/2022,13:39:44,-34.07939,18.84783,51.3,0.89,141.81,1,15,-0.1023,0.016,8.6794,0.0,-154.92785425706174,100.0,-1.5257737293628261e-05,0.922987516538692,0.0
53,5/4/2022,13:39:45,-34.07939,18.84784,51.4,0.0,141.81,1,15,0.044,-0.5989,0.228,0.0,0.0,100.0,2.777777777777778e-05,0.0,0.0
54,5/4/2022,13:39:46,-34.07939,18.84784,51.4,0.0,141.81,1,15,0.044,-0.016,0.228,0.0,0.0,100.0,2.777777777777778e-05,0.0,0.0
55,5/4/2022,13:39:47,-34.07939,18.84784,51.4,0.0,141.81,1,15,0.044,0.016,0.228,0.0,0.0,100.0,2.777777777777778e-05,0.0,0.0
56,5/4/2022,13:39:48,-34.07939,18.84784,51.4,0.0,141.81,1,15,0.044,-0.016,0.228,0.0,0.0,100.0,2.777777777777778e-05,0.0,0.0
57,5/4/2022,13:39:49,-34.07939,18.84784,51.4,0.0,141.81,1,15,0.0309,0.016,0.2263,0.0,0.0,100.0,2.777777777777778e-05,1.1092382092091857,0.0
58,5/4/2022,13:39:50,-34.0794,18.84784,51.3,0.0,141.81,1,14,0.044,-0.016,0.228,0.0,0.0,200.0,5.555555555555556e-05,0.0,0.0
59,5/4/2022,13:39:52,-34.0794,18.84784,51.3,0.0,141.81,1,14,0.044,-0.016,0.228,0.0,0.0,100.0,2.777777777777778e-05,0.0,0.0
